url	label	direct_quotes	remaining_quote_chars	tokens	sentences	avg_sentence_length	digits	digits_perc	currency_symbols	currency_symbols_perc	exclamation_marks	exclamation_marks_perc	question_marks	question_marks_perc	pronoun_1	pronoun_1_perc	pronoun_1_perc_rel	pronoun_2	pronoun_2_perc	pronoun_2_perc_rel	pronoun_3	pronoun_3_perc	pronoun_3_perc_rel	adjectives	adjectives_perc	modal_verbs	modal_verbs_perc	modal_adverbs	modal_adverbs_perc	intensifiers	intensifiers_perc	cogn_verbs	cogn_verbs_perc	named_entities	named_entities_perc	named_entities_pos	unique_named_entities	self_cl_1	self_cl_2	self_cl_3	self_cl_4	self_cl_5	self_cl_6	self_cl_7	self_cl_8	self_cl_3-4	self_cl_3-8
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0059:ocr	3	0	1	420	16	26	18	0.007017543859649123	0	0.0	0	0.0	0	0.0	1	0.002380952380952381	0.0625	0	0.0	0.0	15	0.03571428571428571	0.9375	27	0.06428571428571428	5	0.011904761904761904	0	0.0	0	0.0	3	0.007142857142857143	21	0.05	0.4624716553287982	0.5714285714285714	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0060:ocr	1	0	0	101	6	16	6	0.009174311926605505	0	0.0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	11	0.10891089108910891	2	0.019801980198019802	0	0.0	1	0.009900990099009901	0	0.0	5	0.04950495049504951	0.31287128712871287	0.8	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0061:ocr	7	10	1	742	38	19	44	0.010185185185185186	12	0.002777777777777778	0	0.0	0	0.0	1	0.0013477088948787063	0.1111111111111111	0	0.0	0.0	8	0.01078167115902965	0.8888888888888888	59	0.07951482479784366	18	0.02425876010781671	0	0.0	7	0.009433962264150943	3	0.004043126684636119	8	0.01078167115902965	0.20148247978436656	0.875	0	0	0	0	1	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0064:ocr	1	4	0	53	1	53	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	1	0.018867924528301886	1.0	4	0.07547169811320754	0	0.0	0	0.0	0	0.0	0	0.0	8	0.1509433962264151	0.39858490566037735	0.875	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0065:ocr	1	4	1	124	6	20	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	1	0.008064516129032258	1.0	14	0.11290322580645161	0	0.0	0	0.0	0	0.0	1	0.008064516129032258	16	0.12903225806451613	0.4742943548387097	0.5625	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0066:ocr	1	0	0	209	8	26	7	0.00550314465408805	0	0.0	0	0.0	0	0.0	1	0.004784688995215311	0.25	0	0.0	0.0	3	0.014354066985645933	0.75	16	0.07655502392344497	0	0.0	0	0.0	0	0.0	4	0.019138755980861243	11	0.05263157894736842	0.37320574162679426	0.6363636363636364	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0081:ocr	6	2	2	210	10	21	1	0.0008110300081103001	0	0.0	0	0.0	0	0.0	1	0.004761904761904762	0.3333333333333333	0	0.0	0.0	2	0.009523809523809525	0.6666666666666666	15	0.07142857142857142	2	0.009523809523809525	0	0.0	3	0.014285714285714285	1	0.004761904761904762	9	0.04285714285714286	0.4666666666666667	1.0	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0094:ocr	7	6	7	549	29	18	3	0.0008990110878034162	1	0.00029967036260113877	3	0.0008990110878034162	0	0.0	0	0.0	0.0	0	0.0	0.0	10	0.018214936247723135	1.0	39	0.07103825136612021	5	0.009107468123861567	0	0.0	2	0.0036429872495446266	4	0.007285974499089253	38	0.0692167577413479	0.41563608474738756	0.6052631578947368	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0098:ocr	1	1	0	159	8	19	6	0.0066518847006651885	0	0.0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	11	0.06918238993710692	2	0.012578616352201259	0	0.0	0	0.0	1	0.006289308176100629	9	0.05660377358490566	0.4577218728162124	0.8888888888888888	0	0	1	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0100:ocr	1	1	0	163	7	23	13	0.012572533849129593	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	1	0.006134969325153374	1.0	10	0.06134969325153374	5	0.03067484662576687	0	0.0	1	0.006134969325153374	0	0.0	9	0.05521472392638037	0.5426039536468984	0.8888888888888888	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0102:ocr	1	2	2	377	18	20	31	0.014181152790484904	0	0.0	0	0.0	0	0.0	1	0.002652519893899204	0.1111111111111111	1	0.002652519893899204	0.1111111111111111	7	0.01856763925729443	0.7777777777777778	31	0.08222811671087533	3	0.007957559681697613	0	0.0	1	0.002652519893899204	1	0.002652519893899204	22	0.058355437665782495	0.5883771401012781	0.5454545454545454	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0103:ocr	1	0	0	150	9	16	1	0.0011123470522803114	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	1	0.006666666666666667	1.0	5	0.03333333333333333	11	0.07333333333333333	0	0.0	0	0.0	1	0.006666666666666667	10	0.06666666666666667	0.4713333333333333	0.7	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0104:ocr	1	3	1	237	10	23	5	0.003465003465003465	0	0.0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	13	0.05485232067510549	5	0.02109704641350211	0	0.0	1	0.004219409282700422	3	0.012658227848101266	7	0.029535864978902954	0.18022905364677516	0.7142857142857143	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0108:ocr	1	1	0	107	5	21	12	0.017857142857142856	1	0.001488095238095238	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	3	0.028037383177570093	1.0	7	0.06542056074766354	2	0.018691588785046728	0	0.0	0	0.0	0	0.0	5	0.04672897196261682	0.26728971962616827	0.4	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0111:ocr	1	1	3	142	9	15	36	0.04438964241676942	0	0.0	0	0.0	0	0.0	1	0.007042253521126761	0.125	1	0.007042253521126761	0.125	6	0.04225352112676056	0.75	6	0.04225352112676056	0	0.0	0	0.0	0	0.0	0	0.0	17	0.11971830985915492	0.47763048881524445	0.8235294117647058	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0109:ocr	1	0	0	114	8	14	8	0.010884353741496598	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	2	0.017543859649122806	1.0	13	0.11403508771929824	0	0.0	0	0.0	1	0.008771929824561403	0	0.0	11	0.09649122807017543	0.430622009569378	0.6363636363636364	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0123:ocr	1	4	1	197	6	32	1	0.0008438818565400844	0	0.0	0	0.0	0	0.0	3	0.015228426395939087	0.3	0	0.0	0.0	7	0.03553299492385787	0.7	10	0.050761421319796954	3	0.015228426395939087	0	0.0	2	0.01015228426395939	0	0.0	7	0.03553299492385787	0.435097897026831	0.42857142857142855	0	0	0	0	0	0	0	0	0	0
